ID,ESCOLAS_2007,ESCOLAS_2008,ESCOLAS_2009,ESCOLAS_2010,ESCOLAS_2011,ESCOLAS_2012,ESCOLAS_2013,ESCOLAS_2014
NUM_LIVROS_DEV_3SERIE,NUM_LIVROS_DEV_3SERIE,NUM_LIVROS_DEV_3SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_DEV_4SERIE,NUM_LIVROS_DEV_4SERIE,NUM_LIVROS_DEV_4SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_DEV_5SERIE,NUM_LIVROS_DEV_5SERIE,NUM_LIVROS_DEV_5SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_DEV_6SERIE,NUM_LIVROS_DEV_6SERIE,NUM_LIVROS_DEV_6SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_DEV_7SERIE,NUM_LIVROS_DEV_7SERIE,NUM_LIVROS_DEV_7SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_DEV_8SERIE,NUM_LIVROS_DEV_8SERIE,NUM_LIVROS_DEV_8SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_REU_2SERIE,NUM_LIVROS_REU_2SERIE,NUM_LIVROS_REU_2SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_REU_3SERIE,NUM_LIVROS_REU_3SERIE,NUM_LIVROS_REU_3SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_REU_4SERIE,NUM_LIVROS_REU_4SERIE,NUM_LIVROS_REU_4SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_REU_5SERIE,NUM_LIVROS_REU_5SERIE,NUM_LIVROS_REU_5SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_REU_6SERIE,NUM_LIVROS_REU_6SERIE,NUM_LIVROS_REU_6SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_REU_7SERIE,NUM_LIVROS_REU_7SERIE,NUM_LIVROS_REU_7SERIE,NA,NA,NA,NA,NA,NA
NUM_LIVROS_REU_8SERIE,NUM_LIVROS_REU_8SERIE,NUM_LIVROS_REU_8SERIE,NA,NA,NA,NA,NA,NA
ID_ALIMENTACAO,ID_ALIMENTACAO,ID_ALIMENTACAO,ID_ALIMENTACAO,ID_ALIMENTACAO,ID_ALIMENTACAO,ID_ALIMENTACAO,ID_ALIMENTACAO,ID_ALIMENTACAO
ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR,ID_MOD_ENS_REGULAR
ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE,ID_REG_INFANTIL_CRECHE
ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA,ID_REG_INFANTIL_PREESCOLA
ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS,ID_REG_FUND_8_ANOS
ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS,ID_REG_FUND_9_ANOS
ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO,ID_REG_MEDIO_MEDIO
ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO,ID_REG_MEDIO_INTEGRADO
ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL,ID_REG_MEDIO_NORMAL
ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF,ID_REG_MEDIO_PROF
ID_MOD_ENS_ESP,ID_MOD_ENS_ESP,ID_MOD_ENS_ESP,ID_MOD_ENS_ESP,ID_MOD_ENS_ESP,ID_MOD_ENS_ESP,ID_MOD_ENS_ESP,ID_MOD_ENS_ESP,ID_MOD_ENS_ESP
ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE,ID_ESP_INFANTIL_CRECHE
ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA,ID_ESP_INFANTIL_PREESCOLA
ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS,ID_ESP_FUND_8_ANOS
ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS,ID_ESP_FUND_9_ANOS
ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO,ID_ESP_MEDIO_MEDIO
ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO,ID_ESP_MEDIO_INTEGRADO
ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL,ID_ESP_MEDIO_NORMAL
ID_ESP_PROFISSIONAL,ID_ESP_PROFISSIONAL,NA,NA,NA,NA,NA,NA,NA
ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL,ID_ESP_EJA_FUNDAMENTAL
ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO,ID_ESP_EJA_MEDIO
ID_MOD_EJA,ID_MOD_EJA,ID_MOD_EJA,ID_MOD_EJA,ID_MOD_EJA,ID_MOD_EJA,ID_MOD_EJA,ID_MOD_EJA,ID_MOD_EJA
ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL,ID_EJA_FUNDAMENTAL
ID_EJA_MEDIO,ID_EJA_MEDIO,ID_EJA_MEDIO,ID_EJA_MEDIO,ID_EJA_MEDIO,ID_EJA_MEDIO,ID_EJA_MEDIO,ID_EJA_MEDIO,ID_EJA_MEDIO
ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA,ID_LOCALIZACAO_DIFERENCIADA
ID_MATERIAL_ESP_ETNICO,ID_MATERIAL_ESP_ETNICO,NA,NA,NA,NA,NA,NA,NA
ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA,ID_EDUCACAO_INDIGENA
ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA,ID_LINGUA_INDIGENA
FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA,FK_COD_LINGUA_INDIGENA
ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA,ID_LINGUA_PORTUGUESA
NUM_ALUNOS_ATEND_ESCOLA,NUM_ALUNOS_ATEND_ESCOLA,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_ATEND_OUTRA_ESCOLA,NUM_ALUNOS_ATEND_OUTRA_ESCOLA,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_ED_COMP_ESCOLA,NUM_ALUNOS_ED_COMP_ESCOLA,NUM_ALUNOS_ED_COMP_ESCOLA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_ED_COMP_OUTRA,NUM_ALUNOS_ED_COMP_OUTRA,NUM_ALUNOS_ED_COMP_OUTRA,NA,NA,NA,NA,NA,NA
ID_EJA_ORGANIZACAO_SEM,ID_EJA_ORGANIZACAO_SEM,NA,NA,NA,NA,NA,NA,NA
ID_EJA_ORGANIZACAO_ANUAL,ID_EJA_ORGANIZACAO_ANUAL,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_1A4_NOVOS_1SEM,NUM_ALUNOS_EJA_1A4_NOVOS_1SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_5A8_NOVOS_1SEM,NUM_ALUNOS_EJA_5A8_NOVOS_1SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_MED_NOVOS_1SEM,NUM_ALUNOS_EJA_MED_NOVOS_1SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_1A4_APROV_1SEM,NUM_ALUNOS_EJA_1A4_APROV_1SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_5A8_APROV_1SEM,NUM_ALUNOS_EJA_5A8_APROV_1SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_MED_APROV_1SEM,NUM_ALUNOS_EJA_MED_APROV_1SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_1A4_NOVOS_2SEM,NUM_ALUNOS_EJA_1A4_NOVOS_2SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_5A8_NOVOS_2SEM,NUM_ALUNOS_EJA_5A8_NOVOS_2SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_MED_NOVOS_2SEM,NUM_ALUNOS_EJA_MED_NOVOS_2SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_1A4_APROV_2SEM,NUM_ALUNOS_EJA_1A4_APROV_2SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_5A8_APROV_2SEM,NUM_ALUNOS_EJA_5A8_APROV_2SEM,NA,NA,NA,NA,NA,NA,NA
NUM_ALUNOS_EJA_MED_APROV_2SEM,NUM_ALUNOS_EJA_MED_APROV_2SEM,NA,NA,NA,NA,NA,NA,NA
DT_ANO_LETIVO_INICIO,NA,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_INICIO
DT_ANO_LETIVO_TERMINO,NA,DT_ANO_LETIVO_TERMINO,DT_ANO_LETIVO_TERMINO,DT_ANO_LETIVO_TERMINO,DT_ANO_LETIVO_TERMINO,DT_ANO_LETIVO_TERMINO,DT_ANO_LETIVO_TERMINO,DT_ANO_LETIVO_TERMINO
ID_TIPO_CONVENIO_PODER_PUBLICO,NA,ID_TIPO_CONVENIO_PODER_PUBLICO,ID_TIPO_CONVENIO_PODER_PUBLICO,ID_TIPO_CONVENIO_PODER_PUBLICO,ID_TIPO_CONVENIO_PODER_PUBLICO,ID_TIPO_CONVENIO_PODER_PUBLICO,ID_TIPO_CONVENIO_PODER_PUBLICO,ID_TIPO_CONVENIO_PODER_PUBLICO
ID_BANDA_LARGA,NA,ID_BANDA_LARGA,ID_BANDA_LARGA,ID_BANDA_LARGA,ID_BANDA_LARGA,ID_BANDA_LARGA,ID_BANDA_LARGA,ID_BANDA_LARGA
ID_MOD_ATIV_COMPLEMENTAR,NA,ID_MOD_ATIV_COMPLEMENTAR,ID_MOD_ATIV_COMPLEMENTAR,ID_MOD_ATIV_COMPLEMENTAR,ID_MOD_ATIV_COMPLEMENTAR,ID_MOD_ATIV_COMPLEMENTAR,ID_MOD_ATIV_COMPLEMENTAR,ID_MOD_ATIV_COMPLEMENTAR
ID_ESP_MEDIO_PROFISSIONAL,NA,ID_ESP_MEDIO_PROFISSIONAL,ID_ESP_MEDIO_PROFISSIONAL,ID_ESP_MEDIO_PROFISSIONAL,ID_ESP_MEDIO_PROFISSIONAL,ID_ESP_MEDIO_PROFISSIONAL,ID_ESP_MEDIO_PROFISSIONAL,ID_ESP_MEDIO_PROFISSIONAL
ID_MATERIAL_ESP_NAO_UTILIZA,NA,ID_MATERIAL_ESP_NAO_UTILIZA,ID_MATERIAL_ESP_NAO_UTILIZA,ID_MATERIAL_ESP_NAO_UTILIZA,ID_MATERIAL_ESP_NAO_UTILIZA,ID_MATERIAL_ESP_NAO_UTILIZA,ID_MATERIAL_ESP_NAO_UTILIZA,ID_MATERIAL_ESP_NAO_UTILIZA
ID_MATERIAL_ESP_QUILOMBOLAS,NA,ID_MATERIAL_ESP_QUILOMBOLAS,NA,NA,NA,NA,NA,NA
ID_MATERIAL_ESP_INDIGINA,NA,ID_MATERIAL_ESP_INDIGINA,NA,NA,NA,NA,NA,NA
ID_MATERIAL_ESP_CEGOS,NA,ID_MATERIAL_ESP_CEGOS,NA,NA,NA,NA,NA,NA
ID_MATERIAL_ESP_SURDOS,NA,ID_MATERIAL_ESP_SURDOS,NA,NA,NA,NA,NA,NA
ID_MANT_ESCOLA_PRIVADA_S_FINS,NA,NA,ID_MANT_ESCOLA_PRIVADA_S_FINS,ID_MANT_ESCOLA_PRIVADA_S_FINS,ID_MANT_ESCOLA_PRIVADA_S_FINS,ID_MANT_ESCOLA_PRIVADA_S_FINS,ID_MANT_ESCOLA_PRIVADA_S_FINS,ID_MANT_ESCOLA_PRIVADA_S_FINS
ID_SALA_LEITURA,NA,NA,ID_SALA_LEITURA,ID_SALA_LEITURA,ID_SALA_LEITURA,ID_SALA_LEITURA,ID_SALA_LEITURA,ID_SALA_LEITURA
ID_BERCARIO,NA,NA,ID_BERCARIO,ID_BERCARIO,ID_BERCARIO,ID_BERCARIO,ID_BERCARIO,ID_BERCARIO
ID_SANITARIO_EI,NA,NA,ID_SANITARIO_EI,ID_SANITARIO_EI,ID_SANITARIO_EI,ID_SANITARIO_EI,ID_SANITARIO_EI,ID_SANITARIO_EI
ID_AEE,NA,NA,ID_AEE,ID_AEE,ID_AEE,ID_AEE,ID_AEE,ID_AEE
ID_FUND_CICLOS,NA,NA,ID_FUND_CICLOS,ID_FUND_CICLOS,ID_FUND_CICLOS,ID_FUND_CICLOS,ID_FUND_CICLOS,ID_FUND_CICLOS
ID_MATERIAL_ESP_QUILOMBOLA,NA,NA,ID_MATERIAL_ESP_QUILOMBOLA,ID_MATERIAL_ESP_QUILOMBOLA,ID_MATERIAL_ESP_QUILOMBOLA,ID_MATERIAL_ESP_QUILOMBOLA,ID_MATERIAL_ESP_QUILOMBOLA,ID_MATERIAL_ESP_QUILOMBOLA
ID_MATERIAL_ESP_INDIGENA,NA,NA,ID_MATERIAL_ESP_INDIGENA,ID_MATERIAL_ESP_INDIGENA,ID_MATERIAL_ESP_INDIGENA,ID_MATERIAL_ESP_INDIGENA,ID_MATERIAL_ESP_INDIGENA,ID_MATERIAL_ESP_INDIGENA
FK_COD_DISTRITO,NA,NA,NA,NA,FK_COD_DISTRITO,FK_COD_DISTRITO,FK_COD_DISTRITO,FK_COD_DISTRITO
ID_QUADRA_ESPORTES_COBERTA,NA,NA,NA,NA,ID_QUADRA_ESPORTES_COBERTA,ID_QUADRA_ESPORTES_COBERTA,ID_QUADRA_ESPORTES_COBERTA,ID_QUADRA_ESPORTES_COBERTA
ID_QUADRA_ESPORTES_DESCOBERTA,NA,NA,NA,NA,ID_QUADRA_ESPORTES_DESCOBERTA,ID_QUADRA_ESPORTES_DESCOBERTA,ID_QUADRA_ESPORTES_DESCOBERTA,ID_QUADRA_ESPORTES_DESCOBERTA
ID_MANT_ESCOLA_PRIVADA_SIST_S,NA,NA,NA,NA,NA,ID_MANT_ESCOLA_PRIVADA_SIST_S,ID_MANT_ESCOLA_PRIVADA_SIST_S,ID_MANT_ESCOLA_PRIVADA_SIST_S
ID_SECRETARIA,NA,NA,NA,NA,NA,ID_SECRETARIA,ID_SECRETARIA,ID_SECRETARIA
ID_BANHEIRO_CHUVEIRO,NA,NA,NA,NA,NA,ID_BANHEIRO_CHUVEIRO,ID_BANHEIRO_CHUVEIRO,ID_BANHEIRO_CHUVEIRO
ID_REFEITORIO,NA,NA,NA,NA,NA,ID_REFEITORIO,ID_REFEITORIO,ID_REFEITORIO
ID_DESPENSA,NA,NA,NA,NA,NA,ID_DESPENSA,ID_DESPENSA,ID_DESPENSA
ID_ALMOXARIFADO,NA,NA,NA,NA,NA,ID_ALMOXARIFADO,ID_ALMOXARIFADO,ID_ALMOXARIFADO
ID_AUDITORIO,NA,NA,NA,NA,NA,ID_AUDITORIO,ID_AUDITORIO,ID_AUDITORIO
ID_PATIO_COBERTO,NA,NA,NA,NA,NA,ID_PATIO_COBERTO,ID_PATIO_COBERTO,ID_PATIO_COBERTO
ID_PATIO_DESCOBERTO,NA,NA,NA,NA,NA,ID_PATIO_DESCOBERTO,ID_PATIO_DESCOBERTO,ID_PATIO_DESCOBERTO
ID_ALOJAM_ALUNO,NA,NA,NA,NA,NA,ID_ALOJAM_ALUNO,ID_ALOJAM_ALUNO,ID_ALOJAM_ALUNO
ID_ALOJAM_PROFESSOR,NA,NA,NA,NA,NA,ID_ALOJAM_PROFESSOR,ID_ALOJAM_PROFESSOR,ID_ALOJAM_PROFESSOR
ID_AREA_VERDE,NA,NA,NA,NA,NA,ID_AREA_VERDE,ID_AREA_VERDE,ID_AREA_VERDE
ID_LAVANDERIA,NA,NA,NA,NA,NA,ID_LAVANDERIA,ID_LAVANDERIA,ID_LAVANDERIA
ID_EQUIP_SOM,NA,NA,NA,NA,NA,ID_EQUIP_SOM,NA,NA
ID_EQUIP_MULTIMIDIA,NA,NA,NA,NA,NA,ID_EQUIP_MULTIMIDIA,NA,NA
ID_EQUIP_FAX,NA,NA,NA,NA,NA,ID_EQUIP_FAX,NA,NA
ID_EQUIP_FOTO,NA,NA,NA,NA,NA,ID_EQUIP_FOTO,NA,NA
ID_EJA_PROJOVEM,NA,NA,NA,NA,NA,ID_EJA_PROJOVEM,ID_EJA_PROJOVEM,ID_EJA_PROJOVEM
ID_ESPACO_TURMA_PBA,NA,NA,NA,NA,NA,ID_ESPACO_TURMA_PBA,ID_ESPACO_TURMA_PBA,ID_ESPACO_TURMA_PBA
ID_ABRE_FINAL_SEMANA,NA,NA,NA,NA,NA,ID_ABRE_FINAL_SEMANA,ID_ABRE_FINAL_SEMANA,ID_ABRE_FINAL_SEMANA
ID_LOCAL_FUNC_SOCIOEDUCATIVA,NA,NA,NA,NA,NA,NA,ID_LOCAL_FUNC_SOCIOEDUCATIVA,ID_LOCAL_FUNC_SOCIOEDUCATIVA
ID_LOCAL_FUNC_UNID_PRISIONAL,NA,NA,NA,NA,NA,NA,ID_LOCAL_FUNC_UNID_PRISIONAL,ID_LOCAL_FUNC_UNID_PRISIONAL
NUM_EQUIP_TV,NA,NA,NA,NA,NA,NA,NUM_EQUIP_TV,NUM_EQUIP_TV
NUM_EQUIP_VIDEOCASSETE,NA,NA,NA,NA,NA,NA,NUM_EQUIP_VIDEOCASSETE,NUM_EQUIP_VIDEOCASSETE
NUM_EQUIP_DVD,NA,NA,NA,NA,NA,NA,NUM_EQUIP_DVD,NUM_EQUIP_DVD
NUM_EQUIP_PARABOLICA,NA,NA,NA,NA,NA,NA,NUM_EQUIP_PARABOLICA,NUM_EQUIP_PARABOLICA
NUM_EQUIP_COPIADORA,NA,NA,NA,NA,NA,NA,NUM_EQUIP_COPIADORA,NUM_EQUIP_COPIADORA
NUM_EQUIP_RETRO,NA,NA,NA,NA,NA,NA,NUM_EQUIP_RETRO,NUM_EQUIP_RETRO
NUM_EQUIP_IMPRESSORA,NA,NA,NA,NA,NA,NA,NUM_EQUIP_IMPRESSORA,NUM_EQUIP_IMPRESSORA
NUM_EQUIP_SOM,NA,NA,NA,NA,NA,NA,NUM_EQUIP_SOM,NUM_EQUIP_SOM
NUM_EQUIP_MULTIMIDIA,NA,NA,NA,NA,NA,NA,NUM_EQUIP_MULTIMIDIA,NUM_EQUIP_MULTIMIDIA
NUM_EQUIP_FAX,NA,NA,NA,NA,NA,NA,NUM_EQUIP_FAX,NUM_EQUIP_FAX
NUM_EQUIP_FOTO,NA,NA,NA,NA,NA,NA,NUM_EQUIP_FOTO,NUM_EQUIP_FOTO
ID_PROPOSTA_PEDAG_ALTERNANCIA,NA,NA,NA,NA,NA,NA,ID_PROPOSTA_PEDAG_ALTERNANCIA,ID_PROPOSTA_PEDAG_ALTERNANCIA
